client_id	path	sentence	up_votes	down_votes	age	gender	accent
spk1	train0001.mp3	病気のため彼はその会合に出席できなかった。			twenties	male	
spk1	train0002.mp3	彼女は門のところに車を停めた。			twenties	male	
spk1	train0003.mp3	おまわりさんが駅までの道を教えてくれました。			twenties	male	
spk1	train0004.mp3	父は家では何もしません。			twenties	male	
spk1	train0005.mp3	兵士たちは戦いの準備が出来ている。			twenties	male	
spk1	train0006.mp3	来年わたしは新しい車を買おうと思います。			twenties	male	
spk1	train0007.mp3	塀の上には割れたガラスがありました。			twenties	male	
spk1	train0008.mp3	紙を一枚ずつ取ってください。			twenties	male	
spk1	train0009.mp3	振り込み用紙を書くとき、ボールペンを使います。			twenties	male	
spk1	train0010.mp3	最近寝てるときにこむらがえりを起こします。			twenties	male	
spk1	train0011.mp3	娘はいつも、約束を守らない母親に苛立っていた。			twenties	male	
spk1	train0012.mp3	病人はもう安心です。			twenties	male	
spk1	train0013.mp3	父は毎朝ジョギングをする。			twenties	male	
spk1	train0014.mp3	瀕死の鳥たちを哀れに思った。			twenties	male	
spk1	train0015.mp3	彼女は用事がなければほとんど外出しない。			twenties	male	
spk1	train0016.mp3	パジャマとティーシャツがめくれて、薄い肋骨の下に、ぺちゃんこの腹が見えた。			twenties	male	
spk1	train0017.mp3	父は私に妹の世話をする義務を負わせた。			twenties	male	
spk1	train0018.mp3	氷は非常に薄いので君の体重を支えきれないだろう。			twenties	male	
spk1	train0019.mp3	午後は、溜った書類に目を通して返す。			twenties	male	
spk1	train0020.mp3	父は私に時計を買ってくれたが、私はそれがあまり気に入らない。			twenties	male	
spk1	train0021.mp3	文芸編集者としては、作家たちに、最も信頼されている、名編集者だ。			twenties	male	
spk1	train0022.mp3	これだけで厄介払いできたら安いもので、みな大喜びした。			twenties	male	
spk1	train0023.mp3	父は時には子供じみたことをいったり、します。			twenties	male	
spk1	train0024.mp3	病気のために彼は我々と同行できなかった。			twenties	male	
spk1	train0025.mp3	ここから少し西へ行くと、海があります。			twenties	male	
spk1	train0026.mp3	氷が溶けると水になる。			twenties	male	
spk1	train0027.mp3	あの店は安いですが、まずいです。			twenties	male	
spk1	train0028.mp3	彼の声は悪霊の突然の咆哮にかき消される。			twenties	male	
spk1	train0029.mp3	貧しくなければ車を買うのに。			twenties	male	
spk1	train0030.mp3	貧困は依然として犯罪の大きな原因である。			twenties	male	
spk1	train0031.mp3	彼女は米国で教育を受けた。			twenties	male	
spk1	train0032.mp3	病気のため彼は学業をあきらめた。			twenties	male	
spk1	train0033.mp3	そちら様のお電話番号をいただけますか。			twenties	male	
spk1	train0034.mp3	林さんは人が多い町に住んでいます。			twenties	male	
spk1	train0035.mp3	彼女は有名な歌手に会って、うれしくて我を忘れた。			twenties	male	
spk1	train0036.mp3	会う前に鼻をかんでよ！			twenties	male	
spk1	train0037.mp3	今月二十日に日本語のテストがあります。			twenties	male	
spk1	train0038.mp3	きのうはずっと曇っていました。			twenties	male	
spk1	train0039.mp3	病人である事はどういう感じだろうか。			twenties	male	
spk1	train0040.mp3	みんなが教室で先生を待っています。			twenties	male	
spk1	train0041.mp3	不良品ではないかと思います。			twenties	male	
spk1	train0042.mp3	けさは時間があるので、新聞を読んでから、家を出ます。			twenties	male	
spk1	train0043.mp3	風が葉を吹き散らした。			twenties	male	
spk1	train0044.mp3	肝臓への酸素供給は肝動脈と低圧系の門脈を介して行われている			twenties	male	
spk5	train0045.mp3	あしたは曇りだそうです。			twenties	male	
spk1	train0046.mp3	初めからそうだったわけではなく、手術当時は、落ち込み、おびえて、眠れぬ夜もあった。			twenties	male	
spk1	train0047.mp3	彼女は容易に問題を解くことができた。			twenties	male	
spk1	train0048.mp3	彼等はいろいろな問題について話した。			twenties	male	
spk1	train0049.mp3	父はとても元気でやっています。			twenties	male	
spk1	train0050.mp3	スプーンで三杯砂糖を入れます。			twenties	male	
spk1	train0051.mp3	必ず明朝お電話ください。			twenties	male	
spk1	train0052.mp3	小さい雪は早く、大きい雪は、ふわふわと落ちてくる。			twenties	male	
spk1	train0053.mp3	そのあとを、老人は雨にぬれながら、大声で泣きわめいて追ってゆく。			twenties	male	
spk1	train0054.mp3	父は手紙を書くのに忙しい。			twenties	male	
spk1	train0055.mp3	彼女は美人と言うより才女だ。			twenties	male	
spk1	train0056.mp3	服を片づけなさい。			twenties	male	
spk1	train0057.mp3	基本的に俺は短詩が好きだ。短詩の中では、この詩がトップだった。			twenties	male	
spk1	train0058.mp3	彼女は娘のためにパソコンを買ってあげた。			twenties	male	
spk1	train0059.mp3	歯が痛いので、何も食べられません。			twenties	male	
spk1	train0060.mp3	父は私に部屋を出ていくようにと手で合図した。			twenties	male	
spk1	train0061.mp3	父は商用でよく外国へ出かける。			twenties	male	
spk1	train0062.mp3	木村さんはわたしの荷物を運んでくれました。			twenties	male	
spk1	train0063.mp3	大きなかばんは便利です。			twenties	male	
spk1	train0064.mp3	父は最近タバコをやめました。			twenties	male	
spk1	train0065.mp3	彼女は富を求めている。			twenties	male	
spk1	train0066.mp3	彼女は不安で気も狂わんばかりだった。			twenties	male	
spk1	train0067.mp3	彼女は魅力的な人柄である。			twenties	male	
spk1	train0068.mp3	彼女は病気が治ることを願った。			twenties	male	
spk1	train0069.mp3	あんな物を投げ下ろせば、運悪く当たった人は、ケガをする。			twenties	male	
spk1	train0070.mp3	五月三日から五月五日まで学校や会社は休みです。			twenties	male	
spk1	train0071.mp3	人間の心の弱さを利用し、都合のいい証拠を、次々につくりあげてゆく。			twenties	male	
spk1	train0072.mp3	夏が終わると、秋が来ます。			twenties	male	
spk1	train0073.mp3	彼女は来月退職しなければならないかもしれません。			twenties	male	
spk1	train0074.mp3	父は私の勉強を手伝ってくれた。			twenties	male	
spk1	train0075.mp3	父親は息子の体をかついで部屋から運び出した。			twenties	male	
spk1	train0076.mp3	野菜を切って、洗います。			twenties	male	
spk1	train0077.mp3	この話は本当です。			twenties	male	
spk1	train0078.mp3	彼女は部屋に新しい電気ストーブを取り付けた。			twenties	male	
spk1	train0079.mp3	わたしはきのう大学へ行きました。			twenties	male	
spk1	train0080.mp3	布に応じて服を裁断せよ。			twenties	male	
spk1	train0081.mp3	彼女は父の急死を聞いて深い悲しみに満たされた。			twenties	male	
spk1	train0082.mp3	毎日ラジオでニュースを聞きます。			twenties	male	
spk1	train0083.mp3	あのきれいな女の人は木村さんです。			twenties	male	
spk1	train0084.mp3	壁により掛かるな。			twenties	male	
spk1	train0085.mp3	貧乏な人たちを見下してはいけない。			twenties	male	
spk1	train0086.mp3	ちゃわんでごはんを食べます。			twenties	male	
spk1	train0087.mp3	風邪には睡眠が最良の薬です。			twenties	male	
spk1	train0088.mp3	彼女は無理矢理白状させられた。			twenties	male	
spk1	train0089.mp3	彼女は夕食後食卓の上を片付けた。			twenties	male	
spk1	train0090.mp3	彼女は文筆で生活を立てている。			twenties	male	
spk1	train0091.mp3	風邪をひかないように気をつけてください。			twenties	male	
spk1	train0092.mp3	彼女は命の危険を冒して溺れている子供を助けた。			twenties	male	
spk1	train0093.mp3	彼女は僕に中へはいるよう手招きした。			twenties	male	
spk1	train0094.mp3	駅まで歩いていきます。			twenties	male	
spk1	train0095.mp3	ヴェーザー自転車道やミューレンルートに従ったサイクリングツアーはペータースハーゲンを経由する			twenties	male	
spk1	train0096.mp3	彼は戦災孤児をひきとって養女として育てています。			twenties	male	
spk1	train0097.mp3	父は今家にいるだろう。			twenties	male	
spk1	train0098.mp3	彼等が敵に向かうとはあっぱれであった。			twenties	male	
spk1	train0099.mp3	玄関で靴を脱ぎます。			twenties	male	
spk1	train0100.mp3	彼女は毛皮のコートを手放さなければならなかった。			twenties	male	
spk1	train0101.mp3	父が僕の古い時計を修理してくれた。			twenties	male	
spk1	train0102.mp3	貧しいことは恥ずかしいことではないと私は思います。			twenties	male	
spk1	train0103.mp3	このコップを買います。それから、このお皿も買います。			twenties	male	
spk1	train0104.mp3	先ほど不適切な発言がありました事を深くお詫び致します。			twenties	male	
spk1	train0105.mp3	父は米を栽培している。			twenties	male	
spk1	train0106.mp3	必ずこのハガキを投函しなさい。			twenties	male	
spk1	train0107.mp3	部屋を整頓しときなさい。			twenties	male	
spk1	train0108.mp3	すぐに諦めて昼寝をするかも知れない。			twenties	male	
spk1	train0109.mp3	彼女は母親が許してくれる事を願った。			twenties	male	
spk1	train0110.mp3	我慢しきれず、大声で怒鳴りつけ、その日の撮影は中止になってしまう。			twenties	male	
spk1	train0111.mp3	彼女は彼を喜ばそうとしたが無駄だった。			twenties	male	
spk1	train0112.mp3	父さんは考えを変えると思うかい。			twenties	male	
spk1	train0113.mp3	これは体に悪い食べ物です。			twenties	male	
spk1	train0114.mp3	大衆を扇動すれば、軍隊の介入を招くだけだ。			twenties	male	
spk1	train0115.mp3	部屋の奥の壁の中央に大きな窓がある。			twenties	male	
spk1	train0116.mp3	ユーザーにも責任がある、との論理は、暴論と言わざるをえません。			twenties	male	
spk1	train0117.mp3	強風と、冷え込みの強い、神宮のグラウンドである。			twenties	male	
spk1	train0118.mp3	彼女は万一に備えて貯金した。			twenties	male	
spk1	train0119.mp3	父の死後、彼が会社の責任者になった。			twenties	male	
spk1	train0120.mp3	父はその仕事をしなければならない。			twenties	male	
spk1	train0121.mp3	風邪に効く薬はありますか。			twenties	male	
spk1	train0122.mp3	部屋は白い服を着た女の子でいっぱいでした。			twenties	male	
spk1	train0123.mp3	しょうゆをつけて、さしみを食べます。			twenties	male	
spk1	train0124.mp3	父が私を現在の私にしてくれたのだ。			twenties	male	
spk1	train0125.mp3	父は園芸の基本を教えてくれた。			twenties	male	
spk1	train0126.mp3	これとそれがほしいです。			twenties	male	
spk1	train0127.mp3	気になる男性の性欲を刺激するにはどうすればよいのでしょうか？			twenties	male	
spk1	train0128.mp3	父はまぶしそうに母を見た。			twenties	male	
spk1	train0129.mp3	父は毎朝ジョギングする。			twenties	male	
spk1	train0130.mp3	おふろにシャンプーがありませんでした。			twenties	male	
spk1	train0131.mp3	初めは喜んだ見舞い客を、いやがるようになった。			twenties	male	
spk1	train0132.mp3	いびつな野菜はお嫌いですか？			twenties	male	
spk1	train0133.mp3	父は家族の居間を広くした。			twenties	male	
spk1	train0134.mp3	彼女は目ざめた。			twenties	male	
spk1	train0135.mp3	彼女は娘のレッスン代を払うため、必需品をなしですませた。			twenties	male	
spk1	train0136.mp3	よって流通するマネーが減り、物価上昇は鎮静化する。			twenties	male	
spk1	train0137.mp3	暑い日は帽子をかぶって出かけます。			twenties	male	
spk1	train0138.mp3	腹を空かした赤ちゃんはただ泣くばかりでした。			twenties	male	
spk1	train0139.mp3	この菌による病気は灰色かび病と名づけられているものが多い			twenties	male	
spk1	train0140.mp3	彼女を通しなさい、すぐ会うから。			twenties	male	
spk1	train0141.mp3	彼等にはお互いに共通点がまったくありません。			twenties	male	
spk1	train0142.mp3	今年の夏休みは、海にも行きましたし、山にも登りました。			twenties	male	
spk1	train0143.mp3	文法的に正しい文章を作るよう心がけるべきだ。			twenties	male	
spk1	train0144.mp3	チリダニは、人のフケや、アカを好む。			twenties	male	
spk1	train0145.mp3	父がくれた時計をなくした。			twenties	male	
spk1	train0146.mp3	新しいカメラを買いました。			twenties	male	
spk1	train0147.mp3	彼等は彼に逃げるきっかけを与えた。			twenties	male	
spk1	train0148.mp3	雨のためか、野鳥が群がって奇声をあげていた。			twenties	male	
spk1	train0149.mp3	彼女は風邪を引いていると言った。			twenties	male	
spk1	train0150.mp3	その仕事は自分でやります。			twenties	male	
spk1	train0151.mp3	彼女は夫の死を嘆き悲しむばかりであった。			twenties	male	
spk1	train0152.mp3	十月十日は兄の誕生日です。			twenties	male	
spk1	train0153.mp3	不平を言う理由は何も無い。			twenties	male	
spk1	train0154.mp3	父は外出している。			twenties	male	
spk1	train0155.mp3	わたしは小さな町で生まれました。			twenties	male	
spk1	train0156.mp3	玄関と廊下も掃除します。			twenties	male	
spk1	train0157.mp3	彼女は壁を白く塗った。			twenties	male	
spk1	train0158.mp3	十歳年上のご主人が、お元気で、家事一切をなさっていました。			twenties	male	
spk1	train0159.mp3	土曜日は林さんの家で晩ごはんを食べます。			twenties	male	
spk1	train0160.mp3	テーブルの上に花瓶があります。			twenties	male	
spk1	train0161.mp3	彼女は有名な音楽家の下でバイオリン奏者としての訓練を受けた。			twenties	male	
spk1	train0162.mp3	彼女をタイピストとして雇わなかった。			twenties	male	
spk1	train0163.mp3	文学の講義をする。			twenties	male	
spk1	train0164.mp3	彼女は両親から独立している。			twenties	male	
spk1	train0165.mp3	弟はとても体が丈夫です。			twenties	male	
spk1	train0166.mp3	ギレスピーはマッギーを通じてイネスと知り合った			twenties	male	
spk1	train0167.mp3	この川の水はきれいです。			twenties	male	
spk1	train0168.mp3	夫婦は喧嘩をしたがすぐに仲直りをした。			twenties	male	
spk1	train0169.mp3	みんな、この大学の学生です。			twenties	male	
spk1	train0170.mp3	部下の不服従はどんなに小さなものでも我慢できなかった。			twenties	male	
spk1	train0171.mp3	まだ水温低いから泳ぐつもりはないんよ？			twenties	male	
spk1	train0172.mp3	夫婦でその仕事に応募できます。			twenties	male	
spk1	train0173.mp3	スーパーで晩ごはんの買い物をしました。			twenties	male	
spk1	train0174.mp3	パパはラテン語の素養もあったのです。			twenties	male	
spk1	train0175.mp3	じゃあ、また。			twenties	male	
spk1	train0176.mp3	閉会式で泣き出したコンパニオンも、夜のディスコパーティーでは、激しく踊りまくった。			twenties	male	
spk1	train0177.mp3	この時計は千五百円です。			twenties	male	
spk1	train0178.mp3	毎年誕生日にケーキを食べます。			twenties	male	
spk1	train0179.mp3	彼女は父親にぴったりとしがみついていた。			twenties	male	
spk1	train0180.mp3	物価がそんなに安いと聞いて私たちはびっくりした。			twenties	male	
spk1	train0181.mp3	隣のクラスの先生はまだ若いです。			twenties	male	
spk1	train0182.mp3	不注意な人間は過ちを犯しがちである。			twenties	male	
spk1	train0183.mp3	病人はついに病気を克服した。			twenties	male	
spk1	train0184.mp3	彼女は病気のために学校を休んだ。			twenties	male	
spk1	train0185.mp3	きのう友達とコンサートに行きました。			twenties	male	
spk1	train0186.mp3	田中さんはいつも忙しそうです。			twenties	male	
spk1	train0187.mp3	父は私を弁護士にしたがっている。			twenties	male	
spk1	train0188.mp3	父親は家族の生活をまかなう。			twenties	male	
spk1	train0189.mp3	彼女は部屋を掃除するたびに何かを壊す。			twenties	male	
spk1	train0190.mp3	彼女は踊りたい気分だった。			twenties	male	
spk1	train0191.mp3	壁を塗るつもりです。			twenties	male	
spk1	train0192.mp3	わたしの前に車が止まりました。			twenties	male	
spk1	train0193.mp3	彼女を起こしてきなさい。			twenties	male	
spk1	train0194.mp3	彼女を見送りに行ってきたところです。			twenties	male	
spk1	train0195.mp3	部屋には物音一つ聞こえなかった。			twenties	male	
spk1	train0196.mp3	郵便局は駅のそばにあります。			twenties	male	
spk1	train0197.mp3	病気のために彼女は旅行することが出来なかった。			twenties	male	
spk1	train0198.mp3	彼女は夫に子供たちをそれぞれの家に送らせた。			twenties	male	
spk1	train0199.mp3	彼女は秘書としての仕事に非常に有能である。			twenties	male	
spk1	train0200.mp3	彼女は風邪を引いて欠席しました。			twenties	male	
spk1	train0201.mp3	中国近代史をいろどった、英雄の時代が過ぎてゆく。			twenties	male	
spk1	train0202.mp3	亜由美ちゃんの足が河風の煽りを受けていた。			twenties	male	
spk1	train0203.mp3	それを発明した教授は大学から相当の対価を受ける権利がある。			twenties	male	
spk1	train0204.mp3	分相応に暮らせ。			twenties	male	
spk1	train0205.mp3	気管支ぜんそくや鼻炎も広まっている。			twenties	male	
spk1	train0206.mp3	父親はしぶしぶ娘の結婚に同意した。			twenties	male	
spk1	train0207.mp3	物価の変動を考慮して、給付水準を決める必要がある。			twenties	male	
spk1	train0208.mp3	彼女は宝石で飾りたてた。			twenties	male	
spk1	train0209.mp3	外を見ると雨が降り始めている。			twenties	male	
spk1	train0210.mp3	父はテーブルの上座の自分の席に着いて、お祈りを始めた。			twenties	male	
spk1	train0211.mp3	風船が木に引っかかっている。			twenties	male	
spk1	train0212.mp3	去年はいい年でした。			twenties	male	
spk5	train0213.mp3	昼から夜まで、およそ子供の考えつく、ありとあらゆる遊びをやった。			twenties	male	
spk1	train0214.mp3	この本は漢字が多くて難しいです。			twenties	male	
spk1	train0215.mp3	父の趣味はバラを栽培することです。			twenties	male	
spk1	train0216.mp3	父は自分の問題をいつも母と相談する。			twenties	male	
spk1	train0217.mp3	お茶でも飲みませんか。			twenties	male	
spk1	train0218.mp3	夫を亡くした婦人は、未亡人です。			twenties	male	
spk1	train0219.mp3	富士山は雪で覆われていた。			twenties	male	
spk1	train0220.mp3	彼女は話をするのが恐かった。			twenties	male	
spk1	train0221.mp3	わたしはあの山に登ったことがあります。			twenties	male	
spk1	train0222.mp3	彼女は病気だったと思われる。			twenties	male	
spk1	train0223.mp3	食堂はあっちの建物にあります。			twenties	male	
spk1	train0224.mp3	来週から毎日テストがあります。			twenties	male	
spk1	train0225.mp3	氷嚢を持ってきてください。			twenties	male	
spk1	train0226.mp3	不思議な巡り合わせで私達はばったり再会した。			twenties	male	
spk1	train0227.mp3	疲れが彼女の顔に見えた。			twenties	male	
spk1	train0228.mp3	父は私に新しい自転車を買ってくれました。			twenties	male	
spk1	train0229.mp3	病人の容態は変わりかけている。			twenties	male	
spk1	train0230.mp3	彼女は母の肩に頭をもたせかけた。			twenties	male	
spk1	train0231.mp3	彼女は風呂付きの部屋を探していたのだが、この近くで見つけた。			twenties	male	
spk1	train0232.mp3	彼等は貿易問題について臨時の会合を開いた。			twenties	male	
spk1	train0233.mp3	彼女は両足が麻痺している。			twenties	male	
spk1	train0234.mp3	郵便局ではがきを一枚買います。			twenties	male	
spk1	train0235.mp3	病気のため彼はタバコをやむなくやめた。			twenties	male	
spk1	train0236.mp3	父は歌い続けた。			twenties	male	
spk1	train0237.mp3	頭上には、右上方へと、急角度でのぼる線が、くっきりと描かれている。			twenties	male	
spk1	train0238.mp3	風邪をひきました。			twenties	male	
spk1	train0239.mp3	彼女は涙を流すまいとした。			twenties	male	
spk1	train0240.mp3	こういう絵が、やすやすと描けるはずはない。			twenties	male	
spk1	train0241.mp3	父と私は日曜日にはテニスをした。			twenties	male	
spk1	train0242.mp3	氷をたくさんいれて下さい。			twenties	male	
spk1	train0243.mp3	きのうは忙しかったので、とても疲れました。			twenties	male	
spk1	train0244.mp3	文の最初の語はすべて大文字ではじめなければならない。			twenties	male	
spk1	train0245.mp3	私の駄文を見ていただきありがとうございます。			twenties	male	
spk1	train0246.mp3	貧血気味です。			twenties	male	
spk1	train0247.mp3	浮かんだと思うとまた沈む。			twenties	male	
spk1	train0248.mp3	木村さんとよくあの喫茶店へ行きます。			twenties	male	
spk1	train0249.mp3	それをかばおうとして、右ひざと、ふくらはぎをやられた。			twenties	male	
spk1	train0250.mp3	この作文はとてもよく書けました。			twenties	male	
spk2	train0251.mp3	不意を討たれて私は何も言う事を思い付かなかった。			twenties	male	
spk2	train0252.mp3	母はいつもわたしに買い物を頼みます。			twenties	male	
spk2	train0253.mp3	病人にそんなことを言うなんて、彼には思いやりがなかった。			twenties	male	
spk2	train0254.mp3	彼女は美しいばかりか、心も優しく、しかも、聡明である。			twenties	male	
spk2	train0255.mp3	彼女は冷たいよりもむしろ内気なのです。			twenties	male	
spk2	train0256.mp3	彼女を待つ必要がありますか。			twenties	male	
spk2	train0257.mp3	彼等は、何も起こらなかったかのように食べ続けた。			twenties	male	
spk2	train0258.mp3	彼女は毛筆を使うのがいやだった。			twenties	male	
spk2	train0259.mp3	風船はどんどん上がって行って、とうとう見えなくなった。			twenties	male	
spk2	train0260.mp3	部下は彼のあとに続いた。			twenties	male	
spk2	train0261.mp3	豹はその斑点を変えることはできない。			twenties	male	
spk2	train0262.mp3	彼女らは喜びで満ち溢れていた。			twenties	male	
spk2	train0263.mp3	彼女は不本意ながらもそうした。			twenties	male	
spk2	train0264.mp3	彼女は木から落ちた。			twenties	male	
spk2	train0265.mp3	封筒をください。			twenties	male	
spk2	train0266.mp3	部屋をいそいでかたづけてほしいの。			twenties	male	
spk2	train0267.mp3	彼女は母親にそっくりだ。			twenties	male	
spk2	train0268.mp3	表面的な理由がいくつかある。			twenties	male	
spk2	train0269.mp3	父は喜んでいるどころか、とても怒っている。			twenties	male	
spk2	train0270.mp3	兵隊たちは彼らが征服した人々から食物を没収した。			twenties	male	
spk2	train0271.mp3	この時計はきっと高いにちがいありません。			twenties	male	
spk2	train0272.mp3	武器を持ち歩くのは法律違反である。			twenties	male	
spk2	train0273.mp3	父は週末に帰宅します。			twenties	male	
spk2	train0274.mp3	父の死後彼が会社の責任者となった。			twenties	male	
spk5	train0275.mp3	夜空を、赤い灯が点滅しながら旋回し、十分おきに、照明弾がゆっくりと落ちてくる。			twenties	male	
spk5	train0276.mp3	物価が上っている。			twenties	male	
spk2	train0277.mp3	父は私の健康のことを心配している。			twenties	male	
